"id","related","mention_id","table_id","checked"
194586,True,122149,219892,False
86140,True,53996,108370,False
19678,True,12107,17376,False
135439,True,85214,165240,False
115233,True,73477,137272,False
287156,True,182414,313076,False
92807,True,59090,114686,False
55809,True,35490,76362,False
265549,True,168713,290538,False
218813,True,137022,239678,False
111077,True,70451,133999,True
255903,True,161677,281393,False
230536,True,143379,262004,False
154137,True,95512,182145,False
16612,True,10238,14154,False
77543,True,48543,99367,False
176288,False,109274,204155,True
14547,True,8706,11729,True
219697,True,137694,240480,True
178859,True,110986,207495,False
229285,False,142687,259479,True
212622,True,134051,235686,False
289686,True,184110,316832,False
276193,True,176001,301742,False
15988,True,9744,13517,False
11317,True,6758,8694,False
185605,True,115377,213178,True
115223,False,73472,137264,True
210197,True,132175,234221,False
66672,False,41153,88370,True
186002,True,115585,213726,False
70864,True,43753,92751,False
75425,True,47154,96418,True
224894,False,140307,249005,True
31548,True,19498,36378,False
217510,True,136073,238258,False
266596,True,169538,292178,False
115228,True,73485,137272,False
296,True,208,217,False
66641,True,41127,88318,True
171754,False,106640,198642,True
34352,True,20870,41438,True
299803,True,191478,323644,False
174048,True,107837,201431,False
175200,True,108599,202873,False
187045,True,116434,214448,False
107271,False,67828,128246,True
270746,True,172039,297333,False
252824,True,159474,279280,False
212614,True,134043,235669,False
174237,True,107986,201932,False
144764,True,91039,175547,False
115227,True,73484,137272,False
194409,True,121988,219853,False
191861,True,119927,218393,False
3133,True,2109,1784,False
185547,True,115366,213082,False
16071,True,9799,13648,False
230133,True,143169,261500,False
29417,True,18386,31860,False
82103,True,51605,105638,True
272801,True,173439,298707,False
134928,True,84806,164843,True
257991,True,163416,282175,False
95528,True,60847,116426,False
194311,False,121894,219829,True
25021,True,15827,20378,False
117692,True,74809,143240,True
250226,True,157939,277654,False
15998,True,9755,13558,False
261675,True,166294,286862,False
186987,True,116381,214419,False
153958,True,95486,181967,False
301210,True,192773,324437,False
66175,True,40813,87056,False
50005,True,32022,71691,False
174090,True,107867,201559,False
267864,True,170510,293314,False
250202,True,157920,277474,False
230559,True,143402,262020,False
174273,True,107998,201973,False
107349,False,67851,128377,True
175131,True,108550,202798,False
270862,True,172099,297493,False
194661,True,122212,219905,False
46170,True,28929,66501,False
11436,True,6861,9127,False
230488,True,143335,261902,False
195014,False,122454,220232,True
297716,False,189746,322107,True
210221,True,132190,234228,True
146959,True,92566,177718,False
30888,True,19267,35268,False
277242,True,176581,302492,False
25834,True,16288,22787,True
25832,True,16286,22787,False
210561,True,132423,234372,False
89572,True,56731,112284,False
79168,True,49678,102129,False
71000,True,43887,92783,True
147335,True,92714,177854,False
263253,True,167380,288684,True
218815,True,137024,239708,False
249748,True,157623,276689,False
153942,True,95481,181938,False
223142,True,139641,243271,False
71592,True,44319,93140,True
141249,True,89282,171410,False
174648,True,108293,202312,False
24990,True,15800,20369,False
135151,True,84983,165008,False
71593,True,44320,93140,False
186064,True,115615,213813,False
126034,True,79550,157745,True
249552,True,157530,276303,True
28184,True,17621,28572,True
214183,True,134955,236782,True
287064,True,182383,312699,False
263277,True,167388,288690,False
177693,True,110298,205939,True
217514,True,136077,238258,False
153770,True,95459,181803,True
187046,True,116431,214448,False
301205,True,192768,324424,False
289368,True,183790,316674,False
276184,True,175995,301682,False
255410,True,161253,281068,False
185828,True,115484,213377,False
176900,True,109770,204653,True
276151,True,175975,301503,False
34353,True,20871,41438,False
171274,True,106393,197582,False
127383,True,80539,158573,False
287120,False,182400,312910,False
266594,True,169536,292178,False
243997,True,153733,271713,True
174470,False,108167,202099,True
125887,False,79490,157683,True
29532,True,18440,32249,False
266477,True,169468,291606,False
285064,False,181718,307013,False
141251,True,89284,171410,False
210572,True,132430,234380,True
153787,True,95462,181803,False
26351,True,16559,24043,False
241840,False,152089,269768,True
231452,True,144083,262680,False
187047,True,116432,214448,False
79060,True,49629,102080,False
83787,True,52297,106603,False
186381,True,115841,214140,True
25150,True,15905,20702,False
246041,True,155338,273201,False
177493,True,110151,205426,True
25314,True,15974,21453,False
115160,True,73432,137168,False
243999,True,153737,271714,True
181895,True,112889,209865,False
88,True,77,67,False
130986,True,82884,161120,False
19443,True,11955,17136,True
243255,True,153228,271213,True
120398,True,76141,148747,False
26352,True,16560,24043,False
206329,True,130072,228533,True
183620,True,114376,211010,False
176896,True,109766,204653,True
138587,True,87540,167547,False
137146,True,86449,166634,False
25238,True,15946,21129,False
262388,False,166711,287565,True
235524,False,147363,265993,True
218804,True,137014,239558,False
277238,True,176576,302492,False
170174,True,105554,196661,False
148297,True,92982,178508,False
94994,True,60473,116174,True
4021,True,2853,3198,False
212711,True,134128,235823,False
126040,True,79556,157768,True
159319,True,98223,185745,False
102885,True,64895,122371,False
20395,True,12465,18016,False
71664,True,44374,93225,False
86961,True,54673,110016,False
218806,True,137015,239588,False
186188,True,115671,213930,True
182711,True,113593,210378,False
272807,True,173445,298720,False
218774,True,136994,239378,False
235087,True,147013,265722,True
124787,True,79010,157185,False
125889,True,79495,157695,True
25385,True,16018,21885,False
230524,True,143367,261954,False
217400,True,136015,238083,False
29322,True,18342,31593,False
52003,True,33550,73085,False
143373,True,90301,173632,False
124799,False,79013,157196,True
302707,True,193856,325253,False
198985,True,124999,224091,False
301187,True,192750,324370,False
11160,True,6712,8433,False
81614,True,51382,104516,True
16416,True,10069,13825,True
17286,True,10765,14948,False
48449,True,30759,70373,False
127406,True,80558,158584,False
181337,True,112467,209659,False
168194,True,104289,193759,False
94978,True,60459,116169,True
242871,True,152936,270737,False
176895,True,109765,204653,True
117110,True,74497,141185,True
242852,True,152927,270711,False
134923,True,84801,164839,True
44432,True,27485,62011,False
229289,True,142691,259481,False
176525,True,109426,204392,False
246024,True,155320,273193,False
218822,True,137031,239738,False
161437,True,99353,187274,False
177636,True,110262,205752,True
134927,True,84805,164843,True
301378,True,192921,324488,True
98994,True,63479,119190,False
120344,True,76130,148584,False
55951,True,35517,76453,False
216877,True,135609,237543,False
155503,True,96413,183339,False
181907,True,112909,209874,False
128850,True,81593,159536,False
39150,True,23972,46072,False
300846,True,192448,324052,False
267456,False,170157,292997,True
267448,True,170147,292991,False
78,True,73,61,True
297317,True,189399,321742,False
147346,True,92717,177857,False
257988,True,163413,282170,False
137141,True,86440,166632,True
17296,True,10773,14975,False
116071,True,74002,138660,False
289340,True,183770,316647,True
250221,True,157934,277594,False
161435,True,99352,187274,False
231034,False,143768,262392,True
219713,True,137710,240490,False
267862,True,170508,293311,False
270857,True,172094,297471,False
11213,True,6724,8520,False
137139,True,86444,166632,False
71889,True,44506,93369,False
48496,True,30797,70422,False
254117,True,160143,280276,False
276114,True,175954,301294,True
230175,True,143201,261585,False
138889,True,87749,167723,False
297755,True,189768,322169,False
135171,True,84995,165030,True
170189,True,105567,196665,False
55854,True,35495,76389,True
53950,True,34452,75549,False
117456,True,74642,142160,False
170202,True,105581,196689,False
231575,True,144128,262712,False
83788,True,52299,106603,False
16680,True,10304,14197,True
171308,True,106413,197600,True
193138,True,120850,219021,False
115148,True,73410,137152,False
230413,True,143288,261772,False
174980,True,108497,202681,False
182706,True,113588,210374,False
66643,True,41129,88318,False
187020,True,116409,214434,False
174182,True,107947,201797,False
35950,True,21965,42412,True
155413,True,96349,183252,False
37167,True,22853,42816,True
219715,True,137712,240490,False
12702,True,7612,10756,False
75414,True,47141,96403,True
11662,True,7018,9440,True
171778,True,106646,198642,False
175411,False,108716,203143,True
114035,True,72552,136245,False
144803,True,91065,175592,False
7988,True,4720,6222,False
66653,True,41143,88348,True
209785,True,131844,233942,False
301193,True,192756,324397,True
107227,True,67807,128136,True
240123,True,150941,268582,False
31555,True,19505,36395,False
16087,True,9813,13697,False
16063,True,9791,13625,False
126455,False,79740,157908,True
91134,True,57968,113332,False
245996,True,155295,273183,False
230553,True,143396,262020,False
218766,True,136991,239378,True
214553,True,135186,237001,False
43595,True,26963,60015,False
16021,True,9767,13569,False
301444,True,192986,324507,False
19030,True,11612,16743,False
218802,True,137013,239558,False
14546,True,8705,11729,False
176520,True,109421,204390,False
125475,True,79359,157559,False
287033,True,182363,312487,False
70865,True,43754,92751,False
25426,True,16057,22092,False
4024,True,2856,3198,False
163206,True,100794,188658,True
178803,True,110933,207290,False
174216,True,107963,201889,True
280950,True,178760,303994,False
276185,True,175996,301682,False
186082,True,115616,213813,True
25840,True,16294,22859,False
195277,False,122644,220633,True
159709,True,98283,186147,False
289683,True,184109,316828,False
147367,True,92729,177884,False
230140,True,143176,261512,False
153940,True,95480,181938,False
252823,True,159473,279280,False
230432,True,143299,261788,False
138550,True,87500,167505,False
231361,True,144040,262644,False
115275,True,73509,137350,False
159012,True,98108,185290,True
128773,True,81534,159398,False
231507,True,144104,262694,False
159014,True,98109,185290,False
192779,True,120621,218792,False
47316,True,29847,69689,True
195328,True,122684,220687,False
115225,True,73470,137264,False
37208,True,22892,42848,True
25319,True,15979,21518,False
37190,True,22875,42823,False
55892,True,35504,76403,True
218715,True,136968,239140,True
212646,True,134075,235738,False
267483,True,170168,293004,False
276165,True,175982,301561,False
252842,False,159485,279291,True
291030,True,185114,317382,True
249770,True,157631,276740,False
267383,True,170096,292957,False
177651,True,110267,205780,True
297778,False,189779,322203,True
43615,True,26986,60096,False
35936,True,21961,42412,True
250185,True,157910,277382,False
71891,True,44508,93369,False
231577,True,144129,262716,False
50670,True,32539,72199,False
128825,True,81574,159499,False
174837,True,108418,202534,False
111064,True,70448,133999,False
11130,True,6703,8312,False
250242,True,157954,277773,False
16747,True,10370,14256,False
185504,True,115336,212918,False
175830,True,109037,203613,False
289371,True,183794,316681,False
192777,True,120619,218792,True
159736,False,98295,186180,True
258323,True,163705,282885,True
191898,True,119936,218400,False
153185,True,95108,181345,False
177369,True,110081,205281,False
144818,True,91080,175618,False
135207,True,85023,165057,False
171910,False,106742,198915,True
173976,True,107776,201213,False
138614,True,87561,167583,False
266471,True,169459,291605,False
266559,True,169510,291907,False
176502,True,109403,204371,False
170164,True,105546,196654,True
210566,False,132432,234380,True
71595,True,44321,93140,False
280164,True,178142,303534,True
195327,True,122683,220687,False
245994,True,155293,273183,False
260233,True,165335,283781,True
11665,True,7019,9440,True
230323,True,143237,261660,False
249566,False,157544,276317,True
249675,True,157585,276502,True
147357,True,92722,177869,False
231478,True,144093,262686,False
81622,True,51384,104516,False
276203,True,176011,301862,False
173979,True,107780,201202,False
270835,False,172086,297452,True
137127,True,86436,166626,False
120591,True,76193,149123,False
288669,True,183270,315804,False
194432,True,122011,219855,False
175076,True,108533,202765,True
44413,True,27477,61947,False
11393,True,6823,8920,True
11620,True,6993,9411,True
11323,True,6781,8758,False
31551,False,19501,36378,True
16065,True,9793,13642,False
163594,True,101100,188882,False
130983,True,82883,161120,False
81708,True,51432,104827,True
86958,True,54671,110015,True
193441,True,121141,219122,False
268002,False,170604,293386,True
189356,True,118189,216767,False
261690,True,166309,286876,False
300082,True,191764,323681,False
12697,True,7609,10756,False
16080,True,9809,13678,False
230728,False,143505,262249,True
135204,True,85021,165054,False
212627,True,134056,235696,False
137107,True,86425,166608,False
258341,True,163721,282905,False
224639,False,140264,248400,True
223611,False,139955,243923,True
240699,True,151355,269001,False
181990,True,112944,209905,False
177053,True,109883,204906,True
218863,True,137055,239951,False
191756,True,119881,218358,False
174013,True,107809,201292,False
246006,True,155305,273185,True
218817,True,137026,239708,False
144821,True,91083,175618,False
65459,True,40309,85291,False
230093,False,143149,261473,True
25190,True,15920,20872,False
214530,True,135163,236979,False
266587,True,169529,292088,False
174245,True,107991,201936,False
300098,True,191785,323683,False
174116,True,107887,201598,False
85331,True,53384,107362,False
77072,True,48267,97978,False
210517,True,132403,234362,False
55952,True,35519,76453,False
25318,True,15978,21518,False
14519,True,8678,11696,False
64694,True,39702,84507,False
25847,True,16301,22920,False
257979,True,163404,282165,False
233459,True,145767,264673,False
182735,True,113618,210390,False
55807,True,35489,76362,False
238145,True,149228,267909,False
37225,True,22909,42854,False
55890,True,35503,76403,False
174006,True,107802,201285,False
105606,True,66594,124621,False
78488,True,49194,101240,False
250190,True,157915,277413,False
130978,True,82892,161122,False
134925,True,84803,164839,True
181943,True,112911,209881,False
297800,False,189793,322263,True
176550,True,109452,204422,False
165114,True,102070,190767,False
135437,True,85212,165240,False
51030,True,32816,72505,False
250224,True,157937,277654,False
28050,True,17563,28335,False
297810,False,189796,322263,True
261689,True,166308,286876,False
192309,False,120239,218536,True
217305,True,135959,237918,False
185820,True,115477,213377,False
218845,True,137047,239890,False
261667,False,166285,286847,True
124783,True,79004,157185,True
11626,True,6995,9411,True
231276,True,143978,262615,False
34677,True,21084,41628,False
111649,True,70849,134433,False
154196,True,95525,182219,False
16740,True,10354,14241,False
16613,True,10239,14154,False
217307,True,135961,237918,False
277236,True,176584,302492,False
92826,True,59118,114702,False
161910,True,99740,187601,False
186910,False,116336,214386,True
219707,True,137704,240482,False
189355,True,118193,216767,True
163786,False,101265,189091,True
151332,True,93840,180061,False
67648,True,41792,90739,False
34707,False,21104,41664,True
272947,False,173515,298800,True
217561,True,136112,238402,False
276206,True,176014,301892,False
154202,True,95528,182187,False
252758,True,159430,279252,False
56545,True,35798,76685,False
115217,True,73464,137256,False
214522,True,135155,236965,False
170179,True,105560,196661,True
159119,True,98182,185514,True
287160,True,182417,313098,False
212615,True,134044,235669,False
82265,True,51718,105895,False
75423,True,47152,96418,True
230155,True,143181,261538,False
214528,True,135161,236979,False
44395,True,27462,61894,False
154338,True,95547,182354,False
144805,True,91068,175592,False
32322,True,19939,39086,False
240126,True,150944,268582,False
219702,True,137699,240480,False
186153,True,115652,213894,False
272321,True,173086,298444,False
167832,True,104024,193255,False
94972,True,60452,116169,True
11514,True,6908,9328,False
11331,True,6783,8758,False
174163,True,107929,201763,False
115208,True,73460,137239,False
270733,True,172032,297303,False
115156,True,73428,137168,False
172172,True,106901,199713,False
55093,True,35259,76134,True
301203,True,192766,324410,False
35853,True,21906,42383,True
2998,True,2028,1710,True
147359,True,92723,177869,False
116213,False,74105,139230,True
25151,True,15907,20755,False
7986,True,4718,6222,False
217186,True,135852,237805,False
250206,True,157925,277503,False
185544,True,115361,213082,False
76931,True,48155,97683,False
194936,True,122408,220132,False
195312,True,122672,220663,False
115164,True,73423,137168,True
34832,True,21196,41740,False
299603,True,191297,323564,False
79174,False,49666,102128,False
266482,True,169466,291606,True
265327,True,168510,290458,False
187044,True,116433,214448,False
173991,True,107790,201272,False
115150,True,73412,137152,False
210489,True,132382,234342,False
191694,True,119845,218350,False
217302,True,135952,237907,False
94982,True,60462,116174,True
81276,True,51249,103849,False
242606,True,152735,270425,False
25128,True,15890,20509,False
94974,True,60454,116169,True
299585,True,191283,323558,False
233470,True,145778,264677,False
28183,True,17620,28572,False
67270,True,41569,90606,False
276204,True,176012,301862,False
250244,True,157956,277805,False
48777,True,31044,70560,False
173985,True,107784,201235,False
79158,False,49668,102129,True
54418,True,34814,75748,False
900,True,664,658,True
182945,True,113830,210458,False
16736,False,10359,14243,True
301190,True,192753,324383,False
16832,False,10414,14371,True
94293,False,59972,115640,True
301198,True,192761,324397,False
2617,True,1823,1542,False
159379,True,98230,185804,False
270813,True,172075,297420,False
175090,True,108540,202765,False
159489,True,98246,185908,False
81280,True,51251,103845,False
126448,True,79738,157908,False
3100,True,2085,1769,False
75456,True,47185,96486,False
89575,True,56743,112302,True
77038,True,48234,97899,False
57544,True,36474,77417,False
216999,True,135678,237706,False
138561,True,87512,167517,False
224601,True,140242,247974,False
172188,True,106915,199803,False
238501,True,149442,267999,True
230558,True,143401,262020,False
258339,True,163719,282897,True
115267,True,73504,137324,False
175834,True,109041,203614,False
25193,True,15921,20872,False
174956,True,108489,202681,True
135122,True,84957,164986,True
128912,True,81622,159569,False
11669,True,7020,9440,True
276219,True,176026,301981,False
99058,True,63542,119228,False
159207,True,98207,185639,False
115149,True,73411,137152,False
190591,True,119099,217660,False
65420,False,40276,85284,True
240124,True,150942,268582,True
162095,True,99891,187722,False
185449,False,115288,212765,True
163593,True,101099,188882,False
127399,True,80555,158584,False
171921,True,106754,198993,False
64764,True,39746,84643,False
86956,True,54662,110015,False
3315,True,2311,2013,False
210589,True,132439,234388,False
16735,False,10358,14243,True
292415,True,186238,318210,False
154277,True,95532,182278,False
230542,True,143385,262004,False
148081,True,92929,178416,False
194641,True,122176,219900,False
16671,True,10294,14191,False
66177,True,40814,87056,True
35942,True,21964,42412,False
55830,True,35492,76376,True
115231,True,73475,137272,False
77070,True,48265,97978,False
210731,True,132504,234457,False
55953,True,35537,76470,False
2615,True,1822,1542,False
231469,True,144091,262681,False
16552,True,10184,14130,False
175891,True,109062,203635,False
91059,True,57891,113288,False
26024,True,16405,23466,False
183630,True,114379,211010,False
115211,True,73461,137245,False
39058,True,23892,45720,False
228440,False,142190,258921,True
193448,True,121148,219122,False
287016,True,182359,312443,False
111078,True,70452,133999,False
217303,True,135953,237907,False
174990,False,108498,202681,True
183622,True,114381,211010,False
11411,True,6840,9021,False
163589,True,101095,188882,False
257982,True,163407,282168,False
197834,True,124503,222507,False
138697,False,87614,167640,True
230556,True,143399,262020,False
124809,True,79026,157202,True
298923,False,190719,323123,False
164237,True,101602,189436,False
191902,True,119937,218400,False
227261,True,141439,258289,False
174733,False,108345,202393,True
126429,True,79716,157893,False
137147,True,86450,166634,False
177142,True,109936,205011,False
11422,True,6849,9068,True
252826,True,159476,279280,False
212601,True,134030,235653,False
126466,True,79753,157921,False
230174,True,143196,261577,False
155491,True,96417,183341,True
86950,True,54665,110016,False
272944,True,173513,298800,True
300003,True,191685,323673,False
222859,True,139442,242973,False
25838,True,16292,22824,False
302684,True,193834,325250,False
217309,True,135955,237917,False
191894,True,119935,218400,False
89573,True,56742,112302,True
11193,True,6721,8485,False
105612,True,66587,124621,False
65461,True,40300,85290,False
67941,True,42050,90873,False
287027,True,182362,312487,False
37226,True,22910,42854,False
210570,False,132434,234380,True
46160,True,28920,66456,True
11608,True,6987,9411,True
183623,True,114383,211010,False
130981,True,82882,161120,True
89535,True,56719,112274,False
256,True,191,193,False
251513,True,158653,278335,False
134921,True,84799,164829,True
193136,True,120849,219021,False
163573,True,101091,188875,False
159321,True,98224,185745,False
48169,True,30579,70140,False
147369,True,92730,177884,False
25265,True,15956,21239,False
37202,True,22887,42839,True
148087,True,92920,178416,True
3106,True,2084,1769,True
25018,True,15830,20378,False
163220,True,100801,188658,False
250218,True,157931,277565,False
242864,True,152932,270727,False
115190,False,73452,137219,True
242883,True,152945,270753,True
114915,True,73198,136935,False
250245,True,157957,277805,False
287076,True,182384,312699,False
181951,True,112914,209881,False
67743,True,41868,90790,False
159710,True,98284,186147,False
77040,True,48237,97899,False
56557,True,35808,76685,False
270804,True,172066,297398,False
138702,False,87620,167640,True
25428,True,16059,22092,False
14518,True,8677,11696,True
206351,True,130093,228552,False
147341,True,92716,177854,False
212709,True,134126,235823,False
210222,True,132191,234228,True
124790,True,79011,157190,True
29490,True,18414,32070,False
77011,False,48205,97833,True
186182,True,115670,213930,True
138565,True,87516,167517,False
117097,True,74493,141175,True
177024,False,109863,204884,True
51675,True,33299,72890,False
55954,True,35539,76470,False
52041,True,33569,73272,False
111636,True,70844,134433,False
87392,True,54971,110493,False
241205,True,151634,269239,True
34732,True,21114,41709,False
26025,True,16399,23466,False
292445,True,186257,318213,True
254110,True,160138,280275,False
214181,True,134954,236782,False
212658,True,134086,235749,False
217298,True,135948,237891,True
265272,True,168448,290436,False
249794,True,157638,276764,False
268342,True,170893,293561,False
120540,True,76178,148983,False
50674,True,32541,72199,False
1367,True,1037,839,False
212678,True,134099,235779,False
249725,True,157608,276616,False
194430,True,122009,219855,False
155412,True,96348,183252,False
185612,True,115384,213178,False
66179,True,40815,87056,True
181893,True,112885,209865,True
19031,True,11613,16743,False
15631,True,9479,12780,False
181896,True,112890,209865,False
174664,True,108299,202312,True
171287,True,106401,197597,False
219718,True,137715,240496,False
217328,False,135970,237937,True
19038,True,11620,16743,False
16729,True,10349,14235,False
79089,True,49632,102078,False
14490,True,8653,11664,True
257973,True,163398,282165,True
154401,False,95551,182385,False
64714,True,39714,84551,False
210426,True,132338,234306,True
163581,True,101083,188873,False
11434,True,6859,9127,False
260566,True,165568,284100,False
174166,True,107930,201760,False
165126,True,102063,190767,False
212426,True,133871,235425,True
11302,True,6752,8653,True
218782,True,137000,239438,False
241721,True,151997,269664,False
77059,True,48255,97961,False
267437,True,170140,292978,False
181946,True,112913,209881,False
71005,True,43890,92783,True
276215,True,176022,301951,False
163531,True,101040,188856,False
37209,True,22893,42848,False
230433,True,143300,261788,False
191800,True,119910,218376,False
14577,True,8737,11787,False
161886,True,99724,187579,False
164238,True,101603,189436,False
11347,True,6785,8788,True
227208,True,141409,258248,False
137158,True,86463,166653,False
87432,True,55013,110538,True
276205,True,176013,301862,False
159552,True,98259,185982,False
135173,True,84997,165030,True
217503,True,136066,238241,False
270793,True,172061,297386,False
81327,True,51261,103859,True
19060,True,11647,16795,False
56560,False,35814,76685,True
174255,True,107996,201973,True
276194,True,176002,301742,False
115052,True,73330,137030,False
44083,True,27328,60985,False
252825,True,159475,279280,False
25300,True,15966,21353,True
16734,True,10357,14243,False
267455,False,170156,292997,True
171783,True,106647,198642,True
242857,True,152929,270719,False
272811,True,173447,298735,False
174001,True,107797,201285,True
114033,False,72550,136245,True
280166,False,178144,303535,True
186115,False,115634,213845,True
272806,True,173444,298720,False
159010,True,98107,185290,False
197836,True,124505,222507,False
297960,True,189939,322343,False
249700,True,157596,276553,False
261276,True,166070,284708,False
218810,True,137019,239648,False
135155,True,84985,165008,True
160335,True,98772,186572,False
49484,True,31638,71068,False
29475,True,18407,32050,True
186949,True,116359,214406,False
113973,True,72518,136203,False
175342,False,108699,203118,True
75441,True,47175,96440,False
230491,True,143338,261902,False
47317,True,29848,69689,False
242631,True,152756,270446,True
254128,True,160150,280279,False
11630,True,6997,9411,False
266509,True,169486,291668,True
3319,True,2315,2031,False
230525,True,143368,261954,False
240112,True,150930,268579,False
74895,True,46762,95943,False
37227,True,22911,42854,False
75451,True,47180,96464,False
75437,True,47172,96440,False
230561,True,143404,262020,False
218736,True,136978,239230,False
212683,True,134100,235785,False
50843,True,32697,72307,True
233466,True,145774,264676,False
37223,True,22906,42854,False
235500,True,147348,265980,False
173920,True,107741,201090,False
154413,False,95553,182385,False
116065,True,73994,138633,False
78989,True,49608,102055,False
212684,True,134101,235785,False
172068,True,106833,199396,False
25208,True,15932,20946,False
288942,True,183459,316144,False
175408,True,108714,203143,True
261699,False,166318,286883,True
235527,True,147374,265996,False
177655,True,110269,205780,True
16807,True,10403,14319,False
218836,True,137044,239859,False
172102,True,106859,199528,False
